job,location,company_name,work_type,job_details,days_since_post,min_applications,alumni_count,followers_count,min_employees,max_employees,job_type,experience_level
"Immediate Opening for Python Developer with AWS, API Exp in Chennai","Chennai, Tamil Nadu, India",HTC Global Services,Hybrid,"About the job We have an immediate position for Python AWS Developer in Chennai location. Experience level: 5+ years of experienceSkills required: Python, AWS, API DevelopmentNotice Period: Immediate or 10-15 days of noticeLocation: Chennai",5.0,days,2.0,402733.0,10001.0,200000.0,Full-time,Mid-Senior level
"Python Developer, Forward Kitchens (Remote) - $60,000/year USD","Lucknow, Uttar Pradesh, India",Crossover,Remote,"About the job Crossover is the world's #1 source of full-time remote jobs. Our clients offer top-tier pay for top-tier talent. We're recruiting this role for our client, Forward Kitchens. Have you got what it takes? On-demand food delivery is the future of restaurants. However, most restaurants are either ill-equipped or unaware of how to unlock their full delivery revenue potential through digitization. A restaurant’s digital presence could be the difference between a viral hit like Salt Bae’s booming global steak empire (which is just ok, if you ask us) and your favorite mom-and-pop hole-in-the-wall that went out of business during the pandemic. That’s where Forward Kitchens comes in. We empower restaurants to create multiple digital storefronts each, generate more online sales, and increase their bottom line – all without having to hire a creative marketing team or deal with the millions (we’re exaggerating) of delivery platforms out there. We believe in our partner restaurants’ power to represent their communities and provide delicious, eclectic meals to their ever-ravenous customers at scale. In this role, you will play a major part in building our modern restaurant operating system, including delivery tablet aggregation, automated websites, online ordering, and much more. This is a fast-paced, high-impact work environment, so be prepared to move quickly and ship often. If you’re a Python developer with experience working in a fast-paced engineering culture and a keen eye for detail, then this role is for you! What You Will Be Doing Building the company's newest features; sample projects include Android applications that power kitchen operations and order deliveries, beautiful web applications with rich data visualizations, highly scalable cloud/serverless backend systems, and robust, scalable data pipelines What You Won’t Be Doing Working on minor bug fixes or features on outdated codebasesDealing with tedious infrastructure to enable poorly written products to continue runningManaging people or getting stuck on long meetings discussing roadmaps and priorities Basic Requirements Python Developer key responsibilities At least 3 years of experience coding with PythonProfessional experience using EC2 and AWS Lambda About Forward Kitchens Off-premise operating system for restaurants. There is so much to cover for this exciting role, and space here is limited. Hit the Apply button if you found this interesting and want to learn more. We look forward to meeting you! Working with Crossover This is a full-time (40 hours per week), long-term position. The position is immediately available and requires entering into an independent contractor agreement with Crossover. The compensation level for this role is $30 USD/hour, which equates to $60,000 USD/year assuming 40 hours per week and 50 weeks per year. The payment period is weekly. Consult www.crossover.com/help-and-faqs for more details on this topic. What to expect next: You will receive an email with a link to start your self-paced, online job application.Our hiring platform will guide you through a series of online “screening” assessments to check for basic job fit, job-related skills, and finally a few real-world job-specific assignments. Important! If you do not receive an email from us: First, emails may take up to 15 minutes to send, refresh and check again.Second, check your spam and junk folders for an email from Crossover.com, mark as “Not Spam” since you will receive other emails as well.Third, we will send to whatever email account you indicated on the Apply form - by default, that is the email address you use as your LinkedIn username and it might be different than the one you have already checked.If all else fails, just reset your password by visiting https://www.crossover.com/auth/password-recovery if you already applied using LinkedIn EasyApply. Crossover Job Code: LJ-4869-IN-Lucknow-PythonDevelope.009",1.0,day,3.0,5404032.0,1001.0,5000.0,Full-time,Associate
Senior Software Engineer,"Indore, Madhya Pradesh, India",EPAM Anywhere,Remote,"About the job We would be happy to consider your applications if you are willing to join EPAM Anywhere by 15 March 2023 inclusively. Applications with later onboarding dates will not be considered. We are looking for the candidates with 4+ years of experience. Are you a tech professional looking for remote work in a global setting? If yes, this job is for you. Welcome to EPAM Anywhere - a global job platform offering remote work opportunities in the technology sector. Join us to build a career around your lifestyle working on modern projects for global brands and exciting startups. Currently we are looking for a remote Senior Software Engineer with React and Angular expertise. Our customer is a US logistics company that connects brokers with carriers and individual truckers for them to make a deal on the freight shipping. The company has been on the market for almost 40 years, evolving with many technological transformations. With EPAM’s engagement, we intend to help the customer to achieve their strategic objectives by developing new and evolving existing products, staying relevant to emerging disruptions in this domain. Requirements 3+ years of experience as a JavaScript software developerGood experience working in agile setupExperience in leading teamsExcellent communication skillsProficient understanding of web markup (HTML, CSS)Experience with CSS preprocessors, such as Sass/LessSolid knowledge of and experience in ReactJSExperience with popular React workflows, such as ReduxFamiliarity with modern front-end build pipelines and tools, such as Babel, Webpack, NPMGood understanding of source control systems, such as GitSolid knowledge and experience in Angular 2+Good understanding and experience withProficient English (written and spoken) B2 Nice to have Hands Redux middleware (thunk, saga, etc.)React RouterRedux FormUnit tests: jest, snapshot testing We offer Insurance Coverage Paid Leaves – including maternity, bereavement, paternity, and special COVID-19 leaves. Financial assistance for medical crisis Retiral Benefits – VPF and NPS Customized Mindfulness and Wellness programs EPAM Hobby ClubsHybrid Work Model Soft loans to set up workspace at home Stable workload Relocation opportunities with ‘EPAM without Borders’ programCertification trainings for technical and soft skills Access to unlimited LinkedIn Learning platform Access to internal learning programs set up by world class trainers Community networking and idea creation platforms Mentorship programs Self-driven career progression tool This is a remote position and we welcome applications from anywhere in India Once you apply, you'll receive a confirmation email with a link to EPAM Anywhere platform. Sign up with this link to automate your prescreening, be able to monitor your application statuses, and enjoy a faster job application process. We accept CVs only in English. Please note that even though you are applying for this position, you may be offered other projects to join within EPAM Anywhere. EPAM Anywhere is a part of EPAM Systems, Inc. (NYSE: EPAM). Since 1993, EPAM has leveraged its advanced software engineering heritage to become the foremost global digital transformation services provider.",0.0,hours,3.0,449573.0,1001.0,5000.0,Full-time,Mid-Senior level
"Embedded C, Telecom Developer","Mumbai, Maharashtra, India",Tata Consultancy Services,On-site,"About the job Role- DeveloperRequired Technical Skill Set- C,C++,Linux, Embedded C, TelecomDesired Experience Range- 4+ yearsLocation of Requirement- MumbaiMust-HaveC, C++, Linux, Embedded systems (Bluetooth / ML / Graphics / Kernel / Gstreamer / CODEC / Multimedia / DSP / DDR / Audio / IOT / BSP and Firmware / RF / Camera)Good-to-HaveExperience in driver design and pipelining design implementation with camera is good to haveKnowledge of one or more Real-Time Operating Systems is preferred: which includes Android, QNX, Embedded Linux",1.0,day,118.0,11928511.0,10001.0,200000.0,Full-time,Mid-Senior level
Lead Java Software Engineer,"Kochi, Kerala, India",EPAM Anywhere,Remote,"About the job We are looking for Java developers with strong knowledge AWS or react/only. We would be happy to consider your applications if you are willing to join EPAM Anywhere by 15 March 2023 inclusively. Applications with later onboarding dates will not be considered. We are looking for the candidates with 4+ years of experience. Are you a tech professional looking for remote work in a global setting? If yes, this job is for you. Welcome to EPAM Anywhere - a global job platform offering remote work opportunities in the technology sector. Join us to build a career around your lifestyle working on modern projects for global brands and exciting startups. We are looking for a Remote Lead Java Software Engineer with 5+ years of experience in software engineering and Java proficiency to join our team. The customer is a world-leading global provider of market intelligence, deal execution platforms and investor communication tools to investment banks and corporations around the world. Responsibilities Collaborate with development team and product management on design and development of new and existing featuresQuickly understand system architecture and become involved in design and development, taking ownership of assigned modules to drive projects to completion Requirements 5+ years of experience in software engineeringJava 8 proficiencyStrong knowledge of Java EE stack (EJB 2-3, JAX-RS, JAXB, Servlets, JSP)Solid working experience with REST APIApache Struts working experienceExtensive experience with Apache Ant, Gradle, GitLab, TeamCityOracle DB, SQL skillsFamiliarity with Integration PatternsAmple experience in Agile Scrum project management methodologies1+ year of relevant leadership experienceProficient English (written and spoken) B2 Nice to have Knowledge of JavaScript We offer Insurance Coverage Paid Leaves – including maternity, bereavement, paternity, and special COVID-19 leaves. Financial assistance for medical crisis Retiral Benefits – VPF and NPS Customized Mindfulness and Wellness programs EPAM Hobby ClubsHybrid Work Model Soft loans to set up workspace at home Stable workload Relocation opportunities with ‘EPAM without Borders’ programCertification trainings for technical and soft skills Access to unlimited LinkedIn Learning platform Access to internal learning programs set up by world class trainers Community networking and idea creation platforms Mentorship programs Self-driven career progression tool This is a remote position and we welcome applications from anywhere in India Once you apply, you'll receive a confirmation email with a link to EPAM Anywhere platform. Sign up with this link to automate your prescreening, be able to monitor your application statuses, and enjoy a faster job application process. We accept CVs only in English. Please note that even though you are applying for this position, you may be offered other projects to join within EPAM Anywhere. EPAM Anywhere is a part of EPAM Systems, Inc. (NYSE: EPAM). Since 1993, EPAM has leveraged its advanced software engineering heritage to become the foremost global digital transformation services provider.",0.0,hours,3.0,449573.0,1001.0,5000.0,Full-time,Mid-Senior level
Data Engineer,"Bengaluru, Karnataka, India",Equal Experts,Hybrid,"About the job Data Engineer We’re looking for Data Engineers with proven senior-level experience to join the Equal Experts network. Our Data Engineers are highly skilled in creating data pipelines for ingest, transformation and storage of data, usually at scale, and are familiar with standing-up analytics clusters.This role involves using modern agile technical practices - including Continuous Integration and Deployment, TDD, and XP - to deliver timely and pragmatic solutions, as well as helping others to do their jobs in a more effective way. Who we are Equal Experts is a product software development consultancy with close to 3000 consultants globally. Working with clients in both the private and public sector, we aim to promote collaboration, a good work life balance and an ability to meet and surpass clients’ needs and expectations. All our consultants have at least 10 years’ experience and are adept at problem solving. This depth of knowledge has proved to be invaluable to clients as well as other members of our network. What you’ll be doing day to day Working with the client and the team to determine data processing and access needs and how best to deliver themCreation and support of highly available data pipelines and storage solutions (e.g. data warehouses)Delivery of software using agile (pair programming, TDD, CI/CD, etc) practicesAutomation of data infrastructure and deploymentsAdvocating agile practices to the client organisationMentoring client team membersHelping improve the team and clients’ data capabilities The successful candidate will Significant experience working on data pipelines, platforms and projectsExperience in developing solutions in one or more of the main Cloud providers (AWS, GCP, Azure)Strong background in at least one programming language, Python preferableWorking with a variety of databases, data warehouses and distributed file systems in production environmentsStrong experience in SQL and data modellingExposure with data processing at scaleKnowledge about GDPR and data securityWorking with source control and infrastructure as code (Git/Github, Terraform, ansible etc.) and CI/CD toolsUnderstanding and being able to support data scientists or business intelligence teams - in data prep, mentoring and support functionsStrong collaboration and communication skills, including the ability to communicate effectively while working remotely with globally distributed teams. If this sounds like something you might be interested in (or you know someone who might be suitable), send a copy of your CV",2.0,days,2.0,57695.0,501.0,1000.0,Full-time,Mid-Senior level
Lead Java Software Engineer,"Delhi, Delhi, India",EPAM Anywhere,Remote,"About the job We are looking for Java developers with strong knowledge AWS or react/only. We would be happy to consider your applications if you are willing to join EPAM Anywhere by 15 March 2023 inclusively. Applications with later onboarding dates will not be considered. We are looking for the candidates with 4+ years of experience. Are you a tech professional looking for remote work in a global setting? If yes, this job is for you. Welcome to EPAM Anywhere - a global job platform offering remote work opportunities in the technology sector. Join us to build a career around your lifestyle working on modern projects for global brands and exciting startups. We are currently looking for a remote Lead Java Software Engineer with 5+ years of Java development experience and AWS proficiency to join our team. The customer is an American multinational corporation that is engaged in the design, development, manufacturing, and worldwide marketing and sales of footwear, apparel, equipment, accessories, and services. Responsibilities Design and Build custom software solutions to meet end customer needsDeliver robust, scalable and reusable solutionsBuild custom HTML, React, Node.js apps utilizing APIs, backend, data solutions Requirements 5+ years of Java development experience1+ years of relevant leadership experienceExperience with SpringStrong skills in AWSProficiency with Kubernetes, DockerProactive team player mindsetProficient English (written and spoken) B2 We offer Insurance Coverage Paid Leaves – including maternity, bereavement, paternity, and special COVID-19 leaves. Financial assistance for medical crisis Retiral Benefits – VPF and NPS Customized Mindfulness and Wellness programs EPAM Hobby ClubsHybrid Work Model Soft loans to set up workspace at home Stable workload Relocation opportunities with ‘EPAM without Borders’ programCertification trainings for technical and soft skills Access to unlimited LinkedIn Learning platform Access to internal learning programs set up by world class trainers Community networking and idea creation platforms Mentorship programs Self-driven career progression tool This is a remote position and we welcome applications from anywhere in India Once you apply, you'll receive a confirmation email with a link to EPAM Anywhere platform. Sign up with this link to automate your prescreening, be able to monitor your application statuses, and enjoy a faster job application process. We accept CVs only in English. Please note that even though you are applying for this position, you may be offered other projects to join within EPAM Anywhere. EPAM Anywhere is a part of EPAM Systems, Inc. (NYSE: EPAM). Since 1993, EPAM has leveraged its advanced software engineering heritage to become the foremost global digital transformation services provider.",0.0,hours,3.0,449572.0,1001.0,5000.0,Full-time,Mid-Senior level
Lead Java Back-End Software Engineer,"Patna, Bihar, India",EPAM Anywhere,Remote,"About the job We are looking for Java developers with strong knowledge AWS or react/only. We would be happy to consider your applications if you are willing to join EPAM Anywhere by 15 March 2023 inclusively. Applications with later onboarding dates will not be considered. We are looking for the candidates with 4+ years of experience. Are you a tech professional looking for remote work in a global setting? If yes, this job is for you. Welcome to EPAM Anywhere - a global job platform offering remote work opportunities in the technology sector. Join us to build a career around your lifestyle working on modern projects for global brands and exciting startups. We are currently looking for a remote Lead Java Back-End Software Engineer with 5+ years of experience with TDD and object-oriented programming in Java to join our team. The customer is one of the world’s largest providers of financial markets data and infrastructure, serving over 40,000 institutions in approximately 190 countries. It provides leading data and insights, trading platforms, and open data and technology platforms that connect a thriving global financial markets community - driving performance in trading, investment, wealth management, regulatory compliance, market data management, enterprise risk and fighting financial crime. Responsibilities Design and implement from database (SQL) layer to middle (Java) tierCollaborate with architects, designers, analysts, product specialists and other software engineersAnalyze system specifications and translate system requirements to task specifications for junior programmers if applicableAnalyze current programs including performance, diagnosis and troubleshooting, and design solutions to problematic programmingConduct design reviews to ensure code developed meets our coding standard methodologies guidelines, unit testing, security, scalability and maintainability guidelinesReview code and provide feedback relative to best practices and improving performanceAssist testers and support personnel as needed to resolve the system problems Requirements 5+ years of experience with TDD and object-oriented programming in Java (including J2EE)Solid experience of building back-end RESTful web services with Java based frameworksGood command of SQL, RDBMS, MySQLExtensive experience working with AWS, EC2, CloudWatchSolid skills in using Agile methodologiesHands-on experience with Continuous Integration and Deployment StrategiesIn-depth knowledge of web security, application security, web services security, common vulnerability remediation, certificate management1+ year of relevant leadership experienceEnglish level - B1+ Nice to have Experience in automated testingGitHub portfolioDevOps experience We offer Insurance Coverage Paid Leaves – including maternity, bereavement, paternity, and special COVID-19 leaves. Financial assistance for medical crisis Retiral Benefits – VPF and NPS Customized Mindfulness and Wellness programs EPAM Hobby ClubsHybrid Work Model Soft loans to set up workspace at home Stable workload Relocation opportunities with ‘EPAM without Borders’ programCertification trainings for technical and soft skills Access to unlimited LinkedIn Learning platform Access to internal learning programs set up by world class trainers Community networking and idea creation platforms Mentorship programs Self-driven career progression tool This is a remote position and we welcome applications from anywhere in India Once you apply, you'll receive a confirmation email with a link to EPAM Anywhere platform. Sign up with this link to automate your prescreening, be able to monitor your application statuses, and enjoy a faster job application process. We accept CVs only in English. Please note that even though you are applying for this position, you may be offered other projects to join within EPAM Anywhere. EPAM Anywhere is a part of EPAM Systems, Inc. (NYSE: EPAM). Since 1993, EPAM has leveraged its advanced software engineering heritage to become the foremost global digital transformation services provider.",0.0,hours,3.0,449572.0,1001.0,5000.0,Full-time,Mid-Senior level
Lead Automated Testing Engineer (Python),"Gurugram, Haryana, India",EPAM Anywhere,Remote,"About the job We would be happy to consider your applications if you are willing to join EPAM Anywhere by 15 March 2023 inclusively. Applications with later onboarding dates will not be considered. We are looking for the candidates with 4+ years of experience. Are you a tech professional looking for remote work in a global setting? If yes, this job is for you. Welcome to EPAM Anywhere - a global job platform offering remote work opportunities in the technology sector. Join us to build a career around your lifestyle working on modern projects for global brands and exciting startups. Currently, we are looking for a remote Lead Automated Testing Engineer with 5+ years of QA experience, and Python expertise to join our mixed team consisting of several specialists (Angular, Python, NLP, Airflow, Snowflake, Apache). The customer is a global leader in providing trusted insights and analytics that help to increase the pace of innovation. The main pool of tasks is associated with testing activities and assistance in building the CI/CD pipeline. Responsibilities Develop API Gateway to consolidate data acquisition and curation, unify data interfacesIncrease automationModernize technology stack of workbenches Requirements 5+ years of QA experience1+ years of relevant leadership experienceExperience with SQL (PostgreSQL, Oracle), ability to create complicated SELECT queriesTest Frameworks architecture visionGood knowledge of PythonEnglish B1+ and higher Nice to have Knowledge of Apache CloudStackExperience with SnowFlake platform We offer Insurance Coverage Paid Leaves – including maternity, bereavement, paternity, and special COVID-19 leaves. Financial assistance for medical crisis Retiral Benefits – VPF and NPS Customized Mindfulness and Wellness programs EPAM Hobby ClubsHybrid Work Model Soft loans to set up workspace at home Stable workload Relocation opportunities with ‘EPAM without Borders’ programCertification trainings for technical and soft skills Access to unlimited LinkedIn Learning platform Access to internal learning programs set up by world class trainers Community networking and idea creation platforms Mentorship programs Self-driven career progression tool This is a remote position and we welcome applications from anywhere in India Once you apply, you'll receive a confirmation email with a link to EPAM Anywhere platform. Sign up with this link to automate your prescreening, be able to monitor your application statuses, and enjoy a faster job application process. We accept CVs only in English. Please note that even though you are applying for this position, you may be offered other projects to join within EPAM Anywhere. EPAM Anywhere is a part of EPAM Systems, Inc. (NYSE: EPAM). Since 1993, EPAM has leveraged its advanced software engineering heritage to become the foremost global digital transformation services provider.",0.0,hours,3.0,449572.0,1001.0,5000.0,Full-time,Mid-Senior level
Lead Automated Testing Engineer (Python),"Visakhapatnam, Andhra Pradesh, India",EPAM Anywhere,Remote,"About the job We would be happy to consider your applications if you are willing to join EPAM Anywhere by 15 March 2023 inclusively. Applications with later onboarding dates will not be considered. We are looking for the candidates with 4+ years of experience. Are you a tech professional looking for remote work in a global setting? If yes, this job is for you. Welcome to EPAM Anywhere - a global job platform offering remote work opportunities in the technology sector. Join us to build a career around your lifestyle working on modern projects for global brands and exciting startups. Currently, we are looking for a remote Lead Automated Testing Engineer with 5+ years of QA experience, and Python expertise to join our mixed team consisting of several specialists (Angular, Python, NLP, Airflow, Snowflake, Apache). The customer is a global leader in providing trusted insights and analytics that help to increase the pace of innovation. The main pool of tasks is associated with testing activities and assistance in building the CI/CD pipeline. Responsibilities Develop API Gateway to consolidate data acquisition and curation, unify data interfacesIncrease automationModernize technology stack of workbenches Requirements 5+ years of QA experience1+ years of relevant leadership experienceExperience with SQL (PostgreSQL, Oracle), ability to create complicated SELECT queriesTest Frameworks architecture visionGood knowledge of PythonEnglish B1+ and higher Nice to have Knowledge of Apache CloudStackExperience with SnowFlake platform We offer Insurance Coverage Paid Leaves – including maternity, bereavement, paternity, and special COVID-19 leaves. Financial assistance for medical crisis Retiral Benefits – VPF and NPS Customized Mindfulness and Wellness programs EPAM Hobby ClubsHybrid Work Model Soft loans to set up workspace at home Stable workload Relocation opportunities with ‘EPAM without Borders’ programCertification trainings for technical and soft skills Access to unlimited LinkedIn Learning platform Access to internal learning programs set up by world class trainers Community networking and idea creation platforms Mentorship programs Self-driven career progression tool This is a remote position and we welcome applications from anywhere in India Once you apply, you'll receive a confirmation email with a link to EPAM Anywhere platform. Sign up with this link to automate your prescreening, be able to monitor your application statuses, and enjoy a faster job application process. We accept CVs only in English. Please note that even though you are applying for this position, you may be offered other projects to join within EPAM Anywhere. EPAM Anywhere is a part of EPAM Systems, Inc. (NYSE: EPAM). Since 1993, EPAM has leveraged its advanced software engineering heritage to become the foremost global digital transformation services provider.",0.0,hours,3.0,449572.0,1001.0,5000.0,Full-time,Mid-Senior level
Lead Automated Testing Engineer (Python),"Indore, Madhya Pradesh, India",EPAM Anywhere,Remote,"About the job We would be happy to consider your applications if you are willing to join EPAM Anywhere by 15 March 2023 inclusively. Applications with later onboarding dates will not be considered. We are looking for the candidates with 4+ years of experience. Are you a tech professional looking for remote work in a global setting? If yes, this job is for you. Welcome to EPAM Anywhere - a global job platform offering remote work opportunities in the technology sector. Join us to build a career around your lifestyle working on modern projects for global brands and exciting startups. Currently, we are looking for a remote Lead Automated Testing Engineer with 5+ years of QA experience, and Python expertise to join our mixed team consisting of several specialists (Angular, Python, NLP, Airflow, Snowflake, Apache). The customer is a global leader in providing trusted insights and analytics that help to increase the pace of innovation. The main pool of tasks is associated with testing activities and assistance in building the CI/CD pipeline. Responsibilities Develop API Gateway to consolidate data acquisition and curation, unify data interfacesIncrease automationModernize technology stack of workbenches Requirements 5+ years of QA experience1+ years of relevant leadership experienceExperience with SQL (PostgreSQL, Oracle), ability to create complicated SELECT queriesTest Frameworks architecture visionGood knowledge of PythonEnglish B1+ and higher Nice to have Knowledge of Apache CloudStackExperience with SnowFlake platform We offer Insurance Coverage Paid Leaves – including maternity, bereavement, paternity, and special COVID-19 leaves. Financial assistance for medical crisis Retiral Benefits – VPF and NPS Customized Mindfulness and Wellness programs EPAM Hobby ClubsHybrid Work Model Soft loans to set up workspace at home Stable workload Relocation opportunities with ‘EPAM without Borders’ programCertification trainings for technical and soft skills Access to unlimited LinkedIn Learning platform Access to internal learning programs set up by world class trainers Community networking and idea creation platforms Mentorship programs Self-driven career progression tool This is a remote position and we welcome applications from anywhere in India Once you apply, you'll receive a confirmation email with a link to EPAM Anywhere platform. Sign up with this link to automate your prescreening, be able to monitor your application statuses, and enjoy a faster job application process. We accept CVs only in English. Please note that even though you are applying for this position, you may be offered other projects to join within EPAM Anywhere. EPAM Anywhere is a part of EPAM Systems, Inc. (NYSE: EPAM). Since 1993, EPAM has leveraged its advanced software engineering heritage to become the foremost global digital transformation services provider.",0.0,hours,3.0,449572.0,1001.0,5000.0,Full-time,Mid-Senior level
Lead Automated Testing Engineer (Python),"Surat, Gujarat, India",EPAM Anywhere,Remote,"About the job We would be happy to consider your applications if you are willing to join EPAM Anywhere by 15 March 2023 inclusively. Applications with later onboarding dates will not be considered. We are looking for the candidates with 4+ years of experience. Are you a tech professional looking for remote work in a global setting? If yes, this job is for you. Welcome to EPAM Anywhere - a global job platform offering remote work opportunities in the technology sector. Join us to build a career around your lifestyle working on modern projects for global brands and exciting startups. Currently, we are looking for a remote Lead Automated Testing Engineer with 5+ years of QA experience, and Python expertise to join our mixed team consisting of several specialists (Angular, Python, NLP, Airflow, Snowflake, Apache). The customer is a global leader in providing trusted insights and analytics that help to increase the pace of innovation. The main pool of tasks is associated with testing activities and assistance in building the CI/CD pipeline. Responsibilities Develop API Gateway to consolidate data acquisition and curation, unify data interfacesIncrease automationModernize technology stack of workbenches Requirements 5+ years of QA experience1+ years of relevant leadership experienceExperience with SQL (PostgreSQL, Oracle), ability to create complicated SELECT queriesTest Frameworks architecture visionGood knowledge of PythonEnglish B1+ and higher Nice to have Knowledge of Apache CloudStackExperience with SnowFlake platform We offer Insurance Coverage Paid Leaves – including maternity, bereavement, paternity, and special COVID-19 leaves. Financial assistance for medical crisis Retiral Benefits – VPF and NPS Customized Mindfulness and Wellness programs EPAM Hobby ClubsHybrid Work Model Soft loans to set up workspace at home Stable workload Relocation opportunities with ‘EPAM without Borders’ programCertification trainings for technical and soft skills Access to unlimited LinkedIn Learning platform Access to internal learning programs set up by world class trainers Community networking and idea creation platforms Mentorship programs Self-driven career progression tool This is a remote position and we welcome applications from anywhere in India Once you apply, you'll receive a confirmation email with a link to EPAM Anywhere platform. Sign up with this link to automate your prescreening, be able to monitor your application statuses, and enjoy a faster job application process. We accept CVs only in English. Please note that even though you are applying for this position, you may be offered other projects to join within EPAM Anywhere. EPAM Anywhere is a part of EPAM Systems, Inc. (NYSE: EPAM). Since 1993, EPAM has leveraged its advanced software engineering heritage to become the foremost global digital transformation services provider.",0.0,hours,3.0,449572.0,1001.0,5000.0,Full-time,Mid-Senior level
Senior Automation Software Quality Engineer,"Patna, Bihar, India",EPAM Anywhere,Remote,"About the job We would be happy to consider your applications if you are willing to join EPAM Anywhere by 15 March 2023 inclusively. Applications with later onboarding dates will not be considered. We are looking for the candidates with 4+ years of experience. Are you a tech professional looking for remote work in a global setting? If yes, this job is for you. Welcome to EPAM Anywhere - a global job platform offering remote work opportunities in the technology sector. Join us to build a career around your lifestyle working on modern projects for global brands and exciting startups. Currently, we are looking for a remote Senior Automation Software Quality Engineer in Python and Java to join our team. Responsibilities Ensure quality of the applicationEnforce TDD within the teamPerform quality gating and test coverage monitoringParticipating in QA guild activitiesInfluence choice of frameworks and tools Requirements 3+ years of relevant experienceTest automation in Python/JavaSeleniumGaugeCucumberGCP (Google cloud platform): GKE, Pub/Sub, GCE, Google Cloud Functions, Google Cloud Storage, Google KMS, Cloud Composer (Apache Airflow), DAGS.API testingMicroservice testing approachesMicroservice architecture patternsJenkins and Terraform We offer Insurance Coverage Paid Leaves – including maternity, bereavement, paternity, and special COVID-19 leaves. Financial assistance for medical crisis Retiral Benefits – VPF and NPS Customized Mindfulness and Wellness programs EPAM Hobby ClubsHybrid Work Model Soft loans to set up workspace at home Stable workload Relocation opportunities with ‘EPAM without Borders’ programCertification trainings for technical and soft skills Access to unlimited LinkedIn Learning platform Access to internal learning programs set up by world class trainers Community networking and idea creation platforms Mentorship programs Self-driven career progression tool This is a remote position and we welcome applications from anywhere in India Once you apply, you'll receive a confirmation email with a link to EPAM Anywhere platform. Sign up with this link to automate your prescreening, be able to monitor your application statuses, and enjoy a faster job application process. We accept CVs only in English. Please note that even though you are applying for this position, you may be offered other projects to join within EPAM Anywhere. EPAM Anywhere is a part of EPAM Systems, Inc. (NYSE: EPAM). Since 1993, EPAM has leveraged its advanced software engineering heritage to become the foremost global digital transformation services provider.",0.0,hours,3.0,449572.0,1001.0,5000.0,Full-time,Mid-Senior level
Lead Fullstack Developer - Java & React [T500-5049],"Bengaluru, Karnataka, India",MUFG,On-site,"About the job Job Responsibilities: The key areas of responsibilities are as follows:Design, build, configure, and test application software. Be responsible for the development and implementation of applications using existing and emerging technology platformsCollaborate with stakeholders across the organization such as experts in product,design, infrastructure, and operations to build new features for AI related to machine learning model construction, evaluation, deployment, and monitoring.Work with a wide range of systems and technologies to own and solve problems from end-to-endUphold our high engineering standards and bring consistency to the many codebases and operationsDevelops solutions and impact analysis with tech lead to confirm priority and technical feasibility of proposed solutionsDesigns, codes, and tests software modifications for assigned applications to address changes or fixes as necessary for problem resolutionCollaborates with the Production Support team to assist with ticket investigation and resolution. Independently prepares estimates of effort to develop and execute approved application changes in primary applications, prioritizes work assignments, and facilitates peer review of work products.Coordinates and participates in system, integration, performance and acceptance testing. Required Skills: The ideal candidate will have 3 to 8 years of experience using Java, Spring framework , HTML, CSS, and Javascript libraries to develop Java , Spring and web service applications. The candidate will also have excellent verbal and written skills, work well with a distributed team, be highly organized, and have a proven track record of meeting deadlines.Proficiency in one or more modern programming languages server-side Core Java (JSP/HTML)/XML/JSON, Java/J2EE programming, Spring Framework, or Python, Go and design techniques, development of web applications and REST APIs Hands on experience on microservices, indexing, schema architecture, XQuery/XPath, AngularJS, React / Knockout JS.Understanding of software skills such as business analysis, development, maintenance and software improvementFamiliarity Linux, Shell scripting and application services like Apache and Tomcat, Springboot, RESTful services.Server-side Java Development; Experience with working in software development, software containerization and Agile Software Development.Can stitch together many different services and processes together even if you have not worked with them beforeAdvanced knowledge of application, data and infrastructure architecture disciplinesUnderstanding of architecture and design across all systemsWorking proficiency in developmental toolsetsUphold best practices in engineering, design, and operations. Improve engineering standards, tooling, and processesCan put yourself in the shoes of your users and be a steward of crafting great experiencesEnjoy being a generalist working on both the frontend, backend, and anything it takes to solve problems and improve the productTake pride in working on projects to successful completion involving a wide variety of technologies and systemsAbility to work in large, collaborative teams to achieve organizational goals, and passionate about building an innovative cultureStrong communication and teamwork abilities Desired Skills: Familiarity with continuous integration tools and DevOps automation Knowledge of industry wide technology trends and best practices, Uphold best practices in engineering, design, and operations Experience with successfully applying machine learning to solve a real-world problem. C# for converting code in VB.net to C#.NET Fundamental front-end languages (HTML,CSS, JavaScript, jQuery, AJAX) You may also have working knowledge of: Client-side JavaScript frameworks such as Angular JS, React and Amber Server-side languages such as Python, Ruby, Java, PHP Debug production issues across services and multiple levels of the stack Have built distributed systems and services, distributed messaging, and know your way around different storage systems including RDBMS (Oracle, MySQL, others) and Redis /Mongo .",6.0,days,12.0,272414.0,10001.0,200000.0,Full-time,Mid-Senior level
